complaint_text,category,department,subcategory,priority,sentiment,cleaned_text,department_encoded,category_encoded,priority_encoded,sentiment_encoded
I was charged twice for transaction TXN552275 on my credit card. The amount was $690.00 and both debits cleared my bank account.,Refunds,Finance,Double Charge Return,P2,Negative,i was charged twice for transaction transaction_id on my credit card. the amount was currency_amount and both debits cleared my bank account.,1,16,1,0
Need guidance on how to invite additional team members and manage role-based seat allocation.,Cancellation,Customer Support,Service Downgrade,P1,Positive,need guidance on how to invite additional team members and manage role-based seat allocation.,0,3,0,2
Account takeover alert: user reported unexpected password change notification and lock-out.,Policy Violation,Security,Data Exfiltration Risk,P2,Negative,account takeover alert user reported unexpected password change notification and lock-out.,4,15,1,0
The desktop client hangs indefinitely when exporting reports larger than 50MB.,Access & Permissions,IT,MFA Token Reset,P2,Negative,the desktop client hangs indefinitely when exporting reports larger than 50mb.,2,0,1,0
Ordered a 5-pack of commercial barcode scanners but the parcel only contained 2 units.,Missing Items,Logistics,Shortage,P4,Positive,ordered a 5-pack of commercial barcode scanners but the parcel only contained 2 units.,3,10,3,2
Detected unauthorized export of confidential customer contact lists from our staging environment.,Policy Violation,Security,Unauthorized Tool Usage,P2,Negative,detected unauthorized export of confidential customer contact lists from our staging environment.,4,15,1,0
I have been trying to update my primary business email address for three days but verification emails never arrive.,Account Management,Customer Support,Profile Information Update,P2,Positive,i have been trying to update my primary business email address for three days but verification emails never arrive.,0,1,1,2
A suspicious email with a macro-enabled macro document attachment was sent to our finance department.,Policy Violation,Security,Data Exfiltration Risk,P2,Negative,a suspicious email with a macro-enabled macro document attachment was sent to our finance department.,4,15,1,0
I want to transfer ownership of our corporate workspace to a different administrator email.,Cancellation,Customer Support,Membership Termination,P2,Negative,i want to transfer ownership of our corporate workspace to a different administrator email.,0,3,1,0
The invoice for company purchase ORD-87236 has the wrong corporate GSTIN number and incorrect billing address.,Payments,Finance,Pending Verification,P1,Negative,the invoice for company purchase order_id has the wrong corporate gstin number and incorrect billing address.,1,13,0,0
Urgent replacement needed: the received industrial sensors are dead on arrival.,Missing Items,Logistics,Wrong Product Shipped,P3,Neutral,urgent replacement needed the received industrial sensors are dead on arrival.,3,10,2,1
I cancelled my annual plan within the 14 day guarantee period but only received a partial refund.,Payments,Finance,Pending Verification,P4,Negative,i cancelled my annual plan within the 14 day guarantee period but only received a partial refund.,1,13,3,0
"Corporate VPN keeps dropping every 10 minutes, disconnecting all active SSH sessions to production servers.",Hardware,IT,Docking Station,P1,Negative,"corporate vpn keeps dropping every 10 minutes, disconnecting all active ssh sessions to production servers.",2,8,0,0
Received completely wrong model of network switch instead of the enterprise router ordered.,Missing Items,Logistics,Empty Box Received,P1,Negative,received completely wrong model of network switch instead of the enterprise router ordered.,3,10,0,0
A suspicious email with a macro-enabled macro document attachment was sent to our finance department.,Data Exposure,Security,API Key Exposure,P1,Negative,a suspicious email with a macro-enabled macro document attachment was sent to our finance department.,4,5,0,0
Someone attempted multiple password resets on my executive account within the past hour.,Policy Violation,Security,Access Sharing,P1,Negative,someone attempted multiple password resets on my executive account within the past hour.,4,15,0,0
My refund for order ORD-31805 of $1241.00 has not been credited even though customer support confirmed 7 days ago.,Invoices,Finance,Tax Invoice Missing,P1,Negative,my refund for order order_id of currency_amount has not been credited even though customer support confirmed 7 days ago.,1,9,0,0
I was charged twice for transaction TXN655134 on my credit card. The amount was $2209.00 and both debits cleared my bank account.,Invoices,Finance,Tax Invoice Missing,P2,Negative,i was charged twice for transaction transaction_id on my credit card. the amount was currency_amount and both debits cleared my bank account.,1,9,1,0
Package was marked as delivered on the tracking portal but no package was left at our reception desk.,Delivery Delay,Logistics,Past Delivery Date,P3,Negative,package was marked as delivered on the tracking portal but no package was left at our reception desk.,3,6,2,0
Why am I being billed $1347.00 every month when I downgraded to the free tier?,Billing,Finance,Duplicate Debit,P3,Positive,why am i being billed currency_amount every month when i downgraded to the free tier?,1,2,2,2
Potential data exposure: diagnostic log files contain unmasked user credit card and phone numbers.,Policy Violation,Security,Unauthorized Tool Usage,P1,Negative,potential data exposure diagnostic log files contain unmasked user credit card and phone numbers.,4,15,0,0
Your live chat representative disconnected the session abruptly without solving my support query.,General Inquiry,Customer Support,Operating Hours,P3,Positive,your live chat representative disconnected the session abruptly without solving my support query.,0,7,2,2
Company laptop battery is swelling and won't hold charge for more than 15 minutes off the charger.,Software Crash,IT,Application Memory Leak,P1,Negative,company laptop battery is swelling and will not hold charge for more than 15 minutes off the charger.,2,18,0,0
Why am I being billed $1195.00 every month when I downgraded to the free tier?,Payments,Finance,Gateway Timeout,P4,Positive,why am i being billed currency_amount every month when i downgraded to the free tier?,1,13,3,2
Tracking number ORD-45825 shows package in transit for 14 days with zero updates from the courier.,Returns & Pickup,Logistics,Warehouse Receipt Delay,P4,Negative,tracking number order_id shows package in transit for 14 days with zero updates from the courier.,3,17,3,0
Urgent replacement needed: the received industrial sensors are dead on arrival.,Missing Items,Logistics,Incomplete Order Delivery,P2,Positive,urgent replacement needed the received industrial sensors are dead on arrival.,3,10,1,2
Company laptop battery is swelling and won't hold charge for more than 15 minutes off the charger.,Access & Permissions,IT,Password Expiry,P4,Neutral,company laptop battery is swelling and will not hold charge for more than 15 minutes off the charger.,2,0,3,1
Someone attempted multiple password resets on my executive account within the past hour.,Unauthorized Access,Security,Suspicious Login Attempt,P1,Negative,someone attempted multiple password resets on my executive account within the past hour.,4,19,0,0
I requested account deletion under GDPR regulations two weeks ago but my account is still active.,Account Management,Customer Support,Profile Information Update,P1,Negative,i requested account deletion under gdpr regulations two weeks ago but my account is still active.,0,1,0,0
The internal portal keeps crashing with fatal error code 0x8841 whenever I submit the daily batch job.,Network & Connectivity,IT,Firewall Block,P4,Negative,the internal portal keeps crashing with fatal error code 0x8841 whenever i submit the daily batch job.,2,11,3,0
Bank statement shows duplicate processing fee charges of $383.00 for order ORD-76155.,Invoices,Finance,Duplicate Invoice,P2,Neutral,bank statement shows duplicate processing fee charges of currency_amount for order order_id.,1,9,1,1
I was charged twice for transaction TXN419149 on my credit card. The amount was $490.00 and both debits cleared my bank account.,Payments,Finance,Failed UPI Transaction,P1,Negative,i was charged twice for transaction transaction_id on my credit card. the amount was currency_amount and both debits cleared my bank account.,1,13,0,0
Cannot access the shared department network drive after the latest OS patch was deployed.,Access & Permissions,IT,Role Elevation Request,P3,Negative,cannot access the shared department network drive after the latest os patch was deployed.,2,0,2,0
Courier tracking reports delivery exception: address unreachable even though business was open.,Returns & Pickup,Logistics,Return Label Expired,P4,Positive,courier tracking reports delivery exception address unreachable even though business was open.,3,17,3,2
I requested account deletion under GDPR regulations two weeks ago but my account is still active.,General Inquiry,Customer Support,Documentation Query,P4,Neutral,i requested account deletion under gdpr regulations two weeks ago but my account is still active.,0,7,3,1
Package was marked as delivered on the tracking portal but no package was left at our reception desk.,Delivery Delay,Logistics,Courier Exception,P3,Neutral,package was marked as delivered on the tracking portal but no package was left at our reception desk.,3,6,2,1
I requested account deletion under GDPR regulations two weeks ago but my account is still active.,Onboarding,Customer Support,Feature Walkthrough,P3,Negative,i requested account deletion under gdpr regulations two weeks ago but my account is still active.,0,12,2,0
The internal portal keeps crashing with fatal error code 0x8841 whenever I submit the daily batch job.,Network & Connectivity,IT,Slow Bandwidth,P2,Negative,the internal portal keeps crashing with fatal error code 0x8841 whenever i submit the daily batch job.,2,11,1,0
I want to transfer ownership of our corporate workspace to a different administrator email.,Account Management,Customer Support,Email Change Request,P4,Neutral,i want to transfer ownership of our corporate workspace to a different administrator email.,0,1,3,1
Courier tracking reports delivery exception: address unreachable even though business was open.,Delivery Delay,Logistics,Shipment Stuck In Transit,P3,Neutral,courier tracking reports delivery exception address unreachable even though business was open.,3,6,2,1
Unable to generate downloadable PDF tax invoices for the past quarter from the billing portal.,Payments,Finance,Failed UPI Transaction,P2,Negative,unable to generate downloadable pdf tax invoices for the past quarter from the billing portal.,1,13,1,0
External monitors connected through the USB-C dock randomly flicker black every few seconds.,Hardware,IT,Monitor Display Glitch,P2,Negative,external monitors connected through the usb-c dock randomly flicker black every few seconds.,2,8,1,0
The courier failed to show up for the scheduled return pickup window for the second consecutive time.,Returns & Pickup,Logistics,Exchange,P2,Neutral,the courier failed to show up for the scheduled return pickup window for the second consecutive time.,3,17,1,1
The shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,Returns & Pickup,Logistics,Return Label Expired,P3,Negative,the shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,3,17,2,0
Multiple team members received a convincing phishing email pretending to be from IT asking for SSO passwords.,Data Exposure,Security,Public S3 Bucket,P2,Negative,multiple team members received a convincing phishing email pretending to be from it asking for sso passwords.,4,5,1,0
Tracking number ORD-24585 shows package in transit for 14 days with zero updates from the courier.,Damaged Package,Logistics,Water Damage,P4,Neutral,tracking number order_id shows package in transit for 14 days with zero updates from the courier.,3,4,3,1
The courier failed to show up for the scheduled return pickup window for the second consecutive time.,Delivery Delay,Logistics,Weather Delay,P3,Neutral,the courier failed to show up for the scheduled return pickup window for the second consecutive time.,3,6,2,1
Return package was delivered to your warehouse 10 days ago but the exchange unit has not shipped.,Missing Items,Logistics,Incomplete Order Delivery,P3,Positive,return package was delivered to your warehouse 10 days ago but the exchange unit has not shipped.,3,10,2,2
SSO authentication enters an infinite redirect loop in Chrome and Edge browsers.,Network & Connectivity,IT,Slow Bandwidth,P1,Positive,sso authentication enters an infinite redirect loop in chrome and edge browsers.,2,11,0,2
The desktop client hangs indefinitely when exporting reports larger than 50MB.,Network & Connectivity,IT,DNS Resolution Error,P4,Neutral,the desktop client hangs indefinitely when exporting reports larger than 50mb.,2,11,3,1
A suspicious email with a macro-enabled macro document attachment was sent to our finance department.,Unauthorized Access,Security,Compromised Token,P2,Negative,a suspicious email with a macro-enabled macro document attachment was sent to our finance department.,4,19,1,0
URGENT: I received a login notification from an unrecognized IP address in Moscow while I was offline.,Unauthorized Access,Security,Compromised Token,P2,Negative,urgent i received a login notification from an unrecognized ip address in moscow while i was offline.,4,19,1,0
Your live chat representative disconnected the session abruptly without solving my support query.,Onboarding,Customer Support,Initial Sync,P3,Neutral,your live chat representative disconnected the session abruptly without solving my support query.,0,12,2,1
I cannot complete account verification because your SMS OTP service does not support my regional carrier.,Account Management,Customer Support,Account Deletion,P3,Positive,i cannot complete account verification because your sms otp service does not support my regional carrier.,0,1,2,2
I want to transfer ownership of our corporate workspace to a different administrator email.,Account Management,Customer Support,Email Change Request,P4,Negative,i want to transfer ownership of our corporate workspace to a different administrator email.,0,1,3,0
Someone attempted multiple password resets on my executive account within the past hour.,Data Exposure,Security,API Key Exposure,P2,Negative,someone attempted multiple password resets on my executive account within the past hour.,4,5,1,0
A suspicious email with a macro-enabled macro document attachment was sent to our finance department.,Policy Violation,Security,Data Exfiltration Risk,P1,Negative,a suspicious email with a macro-enabled macro document attachment was sent to our finance department.,4,15,0,0
Credit card transaction failed with error ERR_PAY_901 but amount was deducted immediately.,Payments,Finance,Card Declined,P4,Negative,credit card transaction failed with error err_pay_901 but amount was deducted immediately.,1,13,3,0
Someone attempted multiple password resets on my executive account within the past hour.,Unauthorized Access,Security,Session Hijack,P1,Negative,someone attempted multiple password resets on my executive account within the past hour.,4,19,0,0
External monitors connected through the USB-C dock randomly flicker black every few seconds.,Hardware,IT,Docking Station,P3,Negative,external monitors connected through the usb-c dock randomly flicker black every few seconds.,2,8,2,0
Bank statement shows duplicate processing fee charges of $315.00 for order ORD-23104.,Billing,Finance,Currency Conversion Error,P2,Positive,bank statement shows duplicate processing fee charges of currency_amount for order order_id.,1,2,1,2
Ordered a 5-pack of commercial barcode scanners but the parcel only contained 2 units.,Damaged Package,Logistics,Defective Unit Inside,P4,Negative,ordered a 5-pack of commercial barcode scanners but the parcel only contained 2 units.,3,4,3,0
Multiple team members received a convincing phishing email pretending to be from IT asking for SSO passwords.,Policy Violation,Security,Unapproved Software,P1,Negative,multiple team members received a convincing phishing email pretending to be from it asking for sso passwords.,4,15,0,0
The desktop client hangs indefinitely when exporting reports larger than 50MB.,Network & Connectivity,IT,DNS Resolution Error,P2,Negative,the desktop client hangs indefinitely when exporting reports larger than 50mb.,2,11,1,0
Firewall policy is blocking outgoing HTTPS requests to required partner API endpoints.,Network & Connectivity,IT,VPN Disconnection,P3,Negative,firewall policy is blocking outgoing https requests to required partner api endpoints.,2,11,2,0
Multiple team members received a convincing phishing email pretending to be from IT asking for SSO passwords.,Policy Violation,Security,Unapproved Software,P1,Negative,multiple team members received a convincing phishing email pretending to be from it asking for sso passwords.,4,15,0,0
Company laptop battery is swelling and won't hold charge for more than 15 minutes off the charger.,Software Crash,IT,Application Memory Leak,P1,Negative,company laptop battery is swelling and will not hold charge for more than 15 minutes off the charger.,2,18,0,0
Cannot access the shared department network drive after the latest OS patch was deployed.,Access & Permissions,IT,Role Elevation Request,P4,Negative,cannot access the shared department network drive after the latest os patch was deployed.,2,0,3,0
Account takeover alert: user reported unexpected password change notification and lock-out.,Policy Violation,Security,Unauthorized Tool Usage,P1,Negative,account takeover alert user reported unexpected password change notification and lock-out.,4,15,0,0
Payment of $306.00 via payment gateway timed out but money was debited from my account.,Payments,Finance,Gateway Timeout,P2,Negative,payment of currency_amount via payment gateway timed out but money was debited from my account.,1,13,1,0
Payment of $2139.00 via payment gateway timed out but money was debited from my account.,Billing,Finance,Subscription Overcharge,P2,Neutral,payment of currency_amount via payment gateway timed out but money was debited from my account.,1,2,1,1
My MFA token has become desynchronized and I am completely locked out of the single sign-on system.,Hardware,IT,Keyboard Malfunction,P1,Negative,my mfa token has become desynchronized and i am completely locked out of the single sign-on system.,2,8,0,0
Credit card transaction failed with error ERR_PAY_901 but amount was deducted immediately.,Payments,Finance,Card Declined,P1,Negative,credit card transaction failed with error err_pay_901 but amount was deducted immediately.,1,13,0,0
Your live chat representative disconnected the session abruptly without solving my support query.,Cancellation,Customer Support,Membership Termination,P2,Neutral,your live chat representative disconnected the session abruptly without solving my support query.,0,3,1,1
I cannot complete account verification because your SMS OTP service does not support my regional carrier.,General Inquiry,Customer Support,Operating Hours,P3,Neutral,i cannot complete account verification because your sms otp service does not support my regional carrier.,0,7,2,1
Where can I find the official SLA documentation and technical specifications for enterprise tier?,Cancellation,Customer Support,Auto-Renew Disable,P4,Negative,where can i find the official sla documentation and technical specifications for enterprise tier?,0,3,3,0
Potential data exposure: diagnostic log files contain unmasked user credit card and phone numbers.,Data Exposure,Security,Sensitive Token in Logs,P2,Negative,potential data exposure diagnostic log files contain unmasked user credit card and phone numbers.,4,5,1,0
The onboarding documentation has broken links and outdated code examples that do not work with the latest SDK.,Onboarding,Customer Support,Setup Guide Incomplete,P3,Neutral,the onboarding documentation has broken links and outdated code examples that do not work with the latest sdk.,0,12,2,1
My MFA token has become desynchronized and I am completely locked out of the single sign-on system.,Software Crash,IT,Data Sync Failure,P3,Negative,my mfa token has become desynchronized and i am completely locked out of the single sign-on system.,2,18,2,0
Account takeover alert: user reported unexpected password change notification and lock-out.,Policy Violation,Security,Unauthorized Tool Usage,P1,Negative,account takeover alert user reported unexpected password change notification and lock-out.,4,15,0,0
The internal portal keeps crashing with fatal error code 0x8841 whenever I submit the daily batch job.,Network & Connectivity,IT,Slow Bandwidth,P1,Negative,the internal portal keeps crashing with fatal error code 0x8841 whenever i submit the daily batch job.,2,11,0,0
Why am I being billed $1591.00 every month when I downgraded to the free tier?,Payments,Finance,Card Declined,P4,Positive,why am i being billed currency_amount every month when i downgraded to the free tier?,1,13,3,2
Our security scanner flagged an exposed API secret token in a public documentation repository.,Data Exposure,Security,PII Leakage,P1,Negative,our security scanner flagged an exposed api secret token in a public documentation repository.,4,5,0,0
I want to transfer ownership of our corporate workspace to a different administrator email.,Onboarding,Customer Support,Initial Sync,P1,Positive,i want to transfer ownership of our corporate workspace to a different administrator email.,0,12,0,2
Multiple team members received a convincing phishing email pretending to be from IT asking for SSO passwords.,Phishing,Security,Suspicious Email Campaign,P1,Negative,multiple team members received a convincing phishing email pretending to be from it asking for sso passwords.,4,14,0,0
The courier failed to show up for the scheduled return pickup window for the second consecutive time.,Returns & Pickup,Logistics,Exchange,P4,Negative,the courier failed to show up for the scheduled return pickup window for the second consecutive time.,3,17,3,0
I cannot complete account verification because your SMS OTP service does not support my regional carrier.,General Inquiry,Customer Support,Feedback Submission,P3,Positive,i cannot complete account verification because your sms otp service does not support my regional carrier.,0,7,2,2
The onboarding documentation has broken links and outdated code examples that do not work with the latest SDK.,General Inquiry,Customer Support,Service Availability,P4,Positive,the onboarding documentation has broken links and outdated code examples that do not work with the latest sdk.,0,7,3,2
Our security scanner flagged an exposed API secret token in a public documentation repository.,Unauthorized Access,Security,Compromised Token,P2,Negative,our security scanner flagged an exposed api secret token in a public documentation repository.,4,19,1,0
Where can I find the official SLA documentation and technical specifications for enterprise tier?,Account Management,Customer Support,Email Change Request,P3,Negative,where can i find the official sla documentation and technical specifications for enterprise tier?,0,1,2,0
Payment of $44.00 via payment gateway timed out but money was debited from my account.,Refunds,Finance,Double Charge Return,P1,Positive,payment of currency_amount via payment gateway timed out but money was debited from my account.,1,16,0,2
I was charged twice for transaction TXN882032 on my credit card. The amount was $2383.00 and both debits cleared my bank account.,Invoices,Finance,Address Correction,P1,Negative,i was charged twice for transaction transaction_id on my credit card. the amount was currency_amount and both debits cleared my bank account.,1,9,0,0
No response received on my initial inquiry submitted over 96 hours ago.,Account Management,Customer Support,Profile Information Update,P4,Positive,no response received on my initial inquiry submitted over 96 hours ago.,0,1,3,2
No response received on my initial inquiry submitted over 96 hours ago.,Onboarding,Customer Support,Initial Sync,P3,Positive,no response received on my initial inquiry submitted over 96 hours ago.,0,12,2,2
Session tokens do not seem to invalidate after changing my master password.,Data Exposure,Security,API Key Exposure,P1,Negative,session tokens do not seem to invalidate after changing my master password.,4,5,0,0
Multiple team members received a convincing phishing email pretending to be from IT asking for SSO passwords.,Phishing,Security,Suspicious Email Campaign,P2,Negative,multiple team members received a convincing phishing email pretending to be from it asking for sso passwords.,4,14,1,0
Credit card transaction failed with error ERR_PAY_901 but amount was deducted immediately.,Refunds,Finance,Double Charge Return,P2,Negative,credit card transaction failed with error err_pay_901 but amount was deducted immediately.,1,16,1,0
Courier tracking reports delivery exception: address unreachable even though business was open.,Returns & Pickup,Logistics,Exchange,P1,Neutral,courier tracking reports delivery exception address unreachable even though business was open.,3,17,0,1
Session tokens do not seem to invalidate after changing my master password.,Phishing,Security,Malicious Attachment,P2,Negative,session tokens do not seem to invalidate after changing my master password.,4,14,1,0
Please cancel my premium membership immediately and confirm that auto-renew is disabled.,General Inquiry,Customer Support,Operating Hours,P4,Neutral,please cancel my premium membership immediately and confirm that auto-renew is disabled.,0,7,3,1
The shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,Delivery Delay,Logistics,Past Delivery Date,P3,Negative,the shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,3,6,2,0
Delivery driver refused to deliver to the 4th floor loading bay despite enterprise delivery instructions.,Delivery Delay,Logistics,Shipment Stuck In Transit,P1,Neutral,delivery driver refused to deliver to the 4th floor loading bay despite enterprise delivery instructions.,3,6,0,1
I cannot complete account verification because your SMS OTP service does not support my regional carrier.,Onboarding,Customer Support,Initial Sync,P4,Negative,i cannot complete account verification because your sms otp service does not support my regional carrier.,0,12,3,0
Please cancel my premium membership immediately and confirm that auto-renew is disabled.,Onboarding,Customer Support,Initial Sync,P3,Positive,please cancel my premium membership immediately and confirm that auto-renew is disabled.,0,12,2,2
Where can I find the official SLA documentation and technical specifications for enterprise tier?,Onboarding,Customer Support,Setup Guide Incomplete,P3,Negative,where can i find the official sla documentation and technical specifications for enterprise tier?,0,12,2,0
Session tokens do not seem to invalidate after changing my master password.,Unauthorized Access,Security,Session Hijack,P1,Negative,session tokens do not seem to invalidate after changing my master password.,4,19,0,0
DNS resolution errors are preventing our branch office from reaching the core database cluster.,Hardware,IT,Laptop Battery Failure,P4,Negative,dns resolution errors are preventing our branch office from reaching the core database cluster.,2,8,3,0
The courier failed to show up for the scheduled return pickup window for the second consecutive time.,Delivery Delay,Logistics,Shipment Stuck In Transit,P1,Negative,the courier failed to show up for the scheduled return pickup window for the second consecutive time.,3,6,0,0
The shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,Damaged Package,Logistics,Defective Unit Inside,P3,Negative,the shipping box arrived completely crushed and the fragile electronics inside were cracked and broken.,3,4,2,0
DNS resolution errors are preventing our branch office from reaching the core database cluster.,Network & Connectivity,IT,Firewall Block,P4,Negative,dns resolution errors are preventing our branch office from reaching the core database cluster.,2,11,3,0
I want to transfer ownership of our corporate workspace to a different administrator email.,General Inquiry,Customer Support,Documentation Query,P4,Neutral,i want to transfer ownership of our corporate workspace to a different administrator email.,0,7,3,1
External monitors connected through the USB-C dock randomly flicker black every few seconds.,Access & Permissions,IT,Password Expiry,P3,Negative,external monitors connected through the usb-c dock randomly flicker black every few seconds.,2,0,2,0
The courier failed to show up for the scheduled return pickup window for the second consecutive time.,Missing Items,Logistics,Shortage,P2,Negative,the courier failed to show up for the scheduled return pickup window for the second consecutive time.,3,10,1,0
Company laptop battery is swelling and won't hold charge for more than 15 minutes off the charger.,Hardware,IT,Monitor Display Glitch,P1,Negative,company laptop battery is swelling and will not hold charge for more than 15 minutes off the charger.,2,8,0,0
Bank statement shows duplicate processing fee charges of $64.00 for order ORD-79243.,Payments,Finance,Pending Verification,P3,Negative,bank statement shows duplicate processing fee charges of currency_amount for order order_id.,1,13,2,0
DNS resolution errors are preventing our branch office from reaching the core database cluster.,Software Crash,IT,Fatal Exception On Launch,P4,Negative,dns resolution errors are preventing our branch office from reaching the core database cluster.,2,18,3,0
Detected unauthorized export of confidential customer contact lists from our staging environment.,Phishing,Security,Spoofed Domain,P1,Negative,detected unauthorized export of confidential customer contact lists from our staging environment.,4,14,0,0
There is an unexpected recurring billing charge of $1632.00 on my statement that I did not authorize.,Invoices,Finance,Tax Invoice Missing,P4,Negative,there is an unexpected recurring billing charge of currency_amount on my statement that i did not authorize.,1,9,3,0
I want to transfer ownership of our corporate workspace to a different administrator email.,Cancellation,Customer Support,Service Downgrade,P2,Negative,i want to transfer ownership of our corporate workspace to a different administrator email.,0,3,1,0
Account takeover alert: user reported unexpected password change notification and lock-out.,Phishing,Security,Credential Harvesting,P1,Negative,account takeover alert user reported unexpected password change notification and lock-out.,4,14,0,0
Firewall policy is blocking outgoing HTTPS requests to required partner API endpoints.,Access & Permissions,IT,Password Expiry,P3,Negative,firewall policy is blocking outgoing https requests to required partner api endpoints.,2,0,2,0
My refund for order ORD-17897 of $297.00 has not been credited even though customer support confirmed 7 days ago.,Invoices,Finance,Address Correction,P4,Negative,my refund for order order_id of currency_amount has not been credited even though customer support confirmed 7 days ago.,1,9,3,0
I want to transfer ownership of our corporate workspace to a different administrator email.,General Inquiry,Customer Support,Feedback Submission,P4,Positive,i want to transfer ownership of our corporate workspace to a different administrator email.,0,7,3,2
Received completely wrong model of network switch instead of the enterprise router ordered.,Damaged Package,Logistics,Defective Unit Inside,P2,Negative,received completely wrong model of network switch instead of the enterprise router ordered.,3,4,1,0
Company laptop battery is swelling and won't hold charge for more than 15 minutes off the charger.,Access & Permissions,IT,Password Expiry,P3,Positive,company laptop battery is swelling and will not hold charge for more than 15 minutes off the charger.,2,0,2,2
My MFA token has become desynchronized and I am completely locked out of the single sign-on system.,Hardware,IT,Keyboard Malfunction,P2,Negative,my mfa token has become desynchronized and i am completely locked out of the single sign-on system.,2,8,1,0
The desktop client hangs indefinitely when exporting reports larger than 50MB.,Software Crash,IT,Application Memory Leak,P3,Neutral,the desktop client hangs indefinitely when exporting reports larger than 50mb.,2,18,2,1
Account takeover alert: user reported unexpected password change notification and lock-out.,Data Exposure,Security,Sensitive Token in Logs,P2,Negative,account takeover alert user reported unexpected password change notification and lock-out.,4,5,1,0
Need guidance on how to invite additional team members and manage role-based seat allocation.,Account Management,Customer Support,Email Change Request,P3,Negative,need guidance on how to invite additional team members and manage role-based seat allocation.,0,1,2,0
Security vulnerability noticed: login endpoint does not enforce rate limiting on failed attempts.,Policy Violation,Security,Data Exfiltration Risk,P1,Negative,security vulnerability noticed login endpoint does not enforce rate limiting on failed attempts.,4,15,0,0
URGENT: I received a login notification from an unrecognized IP address in Moscow while I was offline.,Phishing,Security,Malicious Attachment,P1,Negative,urgent i received a login notification from an unrecognized ip address in moscow while i was offline.,4,14,0,0
Bank statement shows duplicate processing fee charges of $1226.00 for order ORD-85341.,Payments,Finance,Pending Verification,P3,Negative,bank statement shows duplicate processing fee charges of currency_amount for order order_id.,1,13,2,0
External monitors connected through the USB-C dock randomly flicker black every few seconds.,Access & Permissions,IT,Password Expiry,P4,Negative,external monitors connected through the usb-c dock randomly flicker black every few seconds.,2,0,3,0
Delivery driver refused to deliver to the 4th floor loading bay despite enterprise delivery instructions.,Delivery Delay,Logistics,Shipment Stuck In Transit,P1,Neutral,delivery driver refused to deliver to the 4th floor loading bay despite enterprise delivery instructions.,3,6,0,1
I cannot complete account verification because your SMS OTP service does not support my regional carrier.,Cancellation,Customer Support,Membership Termination,P2,Negative,i cannot complete account verification because your sms otp service does not support my regional carrier.,0,3,1,0
Urgent replacement needed: the received industrial sensors are dead on arrival.,Returns & Pickup,Logistics,Return Label Expired,P1,Negative,urgent replacement needed the received industrial sensors are dead on arrival.,3,17,0,0
DNS resolution errors are preventing our branch office from reaching the core database cluster.,Access & Permissions,IT,SSO Login Loop,P1,Negative,dns resolution errors are preventing our branch office from reaching the core database cluster.,2,0,0,0
Your live chat representative disconnected the session abruptly without solving my support query.,Account Management,Customer Support,Profile Information Update,P1,Positive,your live chat representative disconnected the session abruptly without solving my support query.,0,1,0,2
I have been trying to update my primary business email address for three days but verification emails never arrive.,Onboarding,Customer Support,Setup Guide Incomplete,P1,Neutral,i have been trying to update my primary business email address for three days but verification emails never arrive.,0,12,0,1
Received completely wrong model of network switch instead of the enterprise router ordered.,Returns & Pickup,Logistics,Courier Pickup Missed,P1,Negative,received completely wrong model of network switch instead of the enterprise router ordered.,3,17,0,0
URGENT: I received a login notification from an unrecognized IP address in Moscow while I was offline.,Data Exposure,Security,PII Leakage,P2,Negative,urgent i received a login notification from an unrecognized ip address in moscow while i was offline.,4,5,1,0
SSO authentication enters an infinite redirect loop in Chrome and Edge browsers.,Network & Connectivity,IT,Slow Bandwidth,P4,Positive,sso authentication enters an infinite redirect loop in chrome and edge browsers.,2,11,3,2
A suspicious email with a macro-enabled macro document attachment was sent to our finance department.,Data Exposure,Security,API Key Exposure,P1,Negative,a suspicious email with a macro-enabled macro document attachment was sent to our finance department.,4,5,0,0
The internal portal keeps crashing with fatal error code 0x8841 whenever I submit the daily batch job.,Hardware,IT,Laptop Battery Failure,P4,Neutral,the internal portal keeps crashing with fatal error code 0x8841 whenever i submit the daily batch job.,2,8,3,1
Multiple team members received a convincing phishing email pretending to be from IT asking for SSO passwords.,Data Exposure,Security,API Key Exposure,P2,Negative,multiple team members received a convincing phishing email pretending to be from it asking for sso passwords.,4,5,1,0
Payment of $2262.00 via payment gateway timed out but money was debited from my account.,Billing,Finance,Subscription Overcharge,P4,Negative,payment of currency_amount via payment gateway timed out but money was debited from my account.,1,2,3,0
My refund for order ORD-52823 of $1716.00 has not been credited even though customer support confirmed 7 days ago.,Refunds,Finance,Partial Refund Dispute,P2,Negative,my refund for order order_id of currency_amount has not been credited even though customer support confirmed 7 days ago.,1,16,1,0
Our security scanner flagged an exposed API secret token in a public documentation repository.,Phishing,Security,Suspicious Email Campaign,P1,Negative,our security scanner flagged an exposed api secret token in a public documentation repository.,4,14,0,0
Why am I being billed $2306.00 every month when I downgraded to the free tier?,Refunds,Finance,Double Charge Return,P2,Positive,why am i being billed currency_amount every month when i downgraded to the free tier?,1,16,1,2
